subscription_id,user_id,plan_type,status,start_date,start_time,end_date,end_time,monthly_fee_cents,updated_at
sub_0488,usr_164,STANDARD,active,2020-03-32,13:36:50,,,999,2021-01-02 00:00:00
sub_0489,usr_913,Standard,ACTIVE,2022-12-19,21:11:28,,,999,2023-01-13 00:00:00
sub_0490,usr_159,STANDARD,Active,2022-10-17,04:54:03,,,999,2022-11-08 00:00:00
sub_0491,usr_138,Basic,canceled,2020-03-11,20:29:37,2020-10-20,09:57:25,599,2020-03-28 00:00:00
sub_0492,usr_811,standard,ACTIVE,2020-06-18,23:12:41,,,999,2020-06-25 00:00:00
sub_0493,usr_935,BASIC,Trialing,2023-07-22,07:30:14,,,0,2023-08-05 00:00:00
sub_0494,usr_385,standard,cancelled,2024-05-17,06:48:54,2024-09-10,16:25:51,999,2024-06-01 00:00:00
sub_0495,usr_310,STANDARD,trialing,2024-04-32,15:55:23,,,0,2024-02-19 00:00:00
sub_0496,usr_170,standard,TRIALING,2023-06-04,17:55:37,,,0,2023-06-25 00:00:00
sub_0497,usr_272,PREMIUM,TRIALING,2020-02-02,06:28:52,,,0,2020-02-05 00:00:00
sub_0498,usr_182,basic,active,2021-11-13,21:40:24,,,599,2021-11-30 00:00:00
sub_0499,usr_797,BASIC,Trialing,2024-03-26,N/A,,,0,2024-03-29 00:00:00
sub_0500,usr_183,premium,cancelled,2020-06-21,21:30:57,2020-12-27,13:02:32,1499,2020-06-25 00:00:00
